(scienceqa, train:1, text, single-hop)
(chartqa, train:24424, text+chart, single-hop)
(chartqa, train:24425, text+chart, single-hop)
(chartqa, train:24426, text+chart, single-hop)
(chartqa, train:24427, text+chart, single-hop)
(chartqa, train:24428, text+chart, single-hop)
(chartqa, train:24429, text+chart, single-hop)
(chartqa, train:24430, text+chart, single-hop)
(chartqa, train:24431, text+chart, single-hop)
(chartqa, train:24432, text+chart, single-hop)
(chartqa, train:24433, text+chart, single-hop)
(chartqa, train:24434, text+chart, single-hop)
(chartqa, train:24435, text+chart, single-hop)
(chartqa, train:24436, text+chart, single-hop)
(chartqa, train:24437, text+chart, single-hop)
(chartqa, train:24438, text+chart, single-hop)
(chartqa, train:24439, text+chart, single-hop)
(chartqa, train:24440, text+chart, single-hop)
(chartqa, train:24441, text+chart, single-hop)
(chartqa, train:24442, text+chart, single-hop)
(chartqa, train:24443, text+chart, single-hop)
(chartqa, train:24444, text+chart, single-hop)
(chartqa, train:24445, text+chart, single-hop)
(chartqa, train:24446, text+chart, single-hop)
(chartqa, train:24447, text+chart, single-hop)
(chartqa, train:24448, text+chart, single-hop)
(chartqa, train:24449, text+chart, single-hop)
(chartqa, train:24450, text+chart, single-hop)
(chartqa, train:24451, text+chart, single-hop)
(chartqa, train:24452, text+chart, single-hop)
(chartqa, train:24453, text+chart, single-hop)
(chartqa, train:24454, text+chart, single-hop)
(chartqa, train:24455, text+chart, single-hop)
(chartqa, train:24456, text+chart, single-hop)
(chartqa, train:24457, text+chart, single-hop)
(chartqa, train:24458, text+chart, single-hop)
(chartqa, train:24459, text+chart, single-hop)
(chartqa, train:24460, text+chart, single-hop)
(chartqa, train:24461, text+chart, single-hop)
(chartqa, train:24462, text+chart, single-hop)
(chartqa, train:24463, text+chart, single-hop)
(chartqa, train:24464, text+chart, single-hop)
(chartqa, train:24465, text+chart, single-hop)
(chartqa, train:24466, text+chart, single-hop)
(chartqa, train:24467, text+chart, single-hop)
(chartqa, train:24468, text+chart, single-hop)
(chartqa, train:24469, text+chart, single-hop)
(chartqa, train:24470, text+chart, single-hop)
(chartqa, train:24471, text+chart, single-hop)
(chartqa, train:24472, text+chart, single-hop)
(chartqa, train:24473, text+chart, single-hop)
(chartqa, train:24474, text+chart, single-hop)
(chartqa, train:24475, text+chart, single-hop)
(chartqa, train:24476, text+chart, single-hop)
(chartqa, train:24477, text+chart, single-hop)
(chartqa, train:24478, text+chart, single-hop)
(chartqa, train:24479, text+chart, single-hop)
(chartqa, train:24480, text+chart, single-hop)
(chartqa, train:24481, text+chart, single-hop)
(chartqa, train:24482, text+chart, single-hop)
(chartqa, train:24483, text+chart, single-hop)
(chartqa, train:24484, text+chart, single-hop)
(chartqa, train:24485, text+chart, single-hop)
(chartqa, train:24486, text+chart, single-hop)
(chartqa, train:24487, text+chart, single-hop)
(chartqa, train:24488, text+chart, single-hop)
(chartqa, train:24489, text+chart, single-hop)
(chartqa, train:24490, text+chart, single-hop)
(chartqa, train:24491, text+chart, single-hop)
(chartqa, train:24492, text+chart, single-hop)
(chartqa, train:24493, text+chart, single-hop)
(chartqa, train:24494, text+chart, single-hop)
(chartqa, train:24495, text+chart, single-hop)
(chartqa, train:24496, text+chart, single-hop)
(chartqa, train:24497, text+chart, single-hop)
(chartqa, train:24498, text+chart, single-hop)
(chartqa, train:24499, text+chart, single-hop)
(chartqa, train:24500, text+chart, single-hop)
(chartqa, train:24501, text+chart, single-hop)
(chartqa, train:24502, text+chart, single-hop)
(chartqa, train:24503, text+chart, single-hop)
(chartqa, train:24504, text+chart, single-hop)
(chartqa, train:24505, text+chart, single-hop)
(chartqa, train:24506, text+chart, single-hop)
(chartqa, train:24507, text+chart, single-hop)
(chartqa, train:24508, text+chart, single-hop)
(chartqa, train:24509, text+chart, single-hop)
(chartqa, train:24510, text+chart, single-hop)
(chartqa, train:24511, text+chart, single-hop)
(chartqa, train:24512, text+chart, single-hop)
(chartqa, train:24513, text+chart, single-hop)
(chartqa, train:24514, text+chart, single-hop)
(chartqa, train:24515, text+chart, single-hop)
(chartqa, train:24516, text+chart, single-hop)
(chartqa, train:24517, text+chart, single-hop)
(chartqa, train:24518, text+chart, single-hop)
(chartqa, train:24519, text+chart, single-hop)
(chartqa, train:24520, text+chart, single-hop)
(chartqa, train:24521, text+chart, single-hop)
(chartqa, train:24522, text+chart, single-hop)
(chartqa, train:24523, text+chart, single-hop)
(chartqa, train:24524, text+chart, single-hop)
(chartqa, train:24525, text+chart, single-hop)
(chartqa, train:24526, text+chart, single-hop)
(chartqa, train:24527, text+chart, single-hop)
(chartqa, train:24528, text+chart, single-hop)
(chartqa, train:24529, text+chart, single-hop)
(chartqa, train:24530, text+chart, single-hop)
(chartqa, train:24531, text+chart, single-hop)
(chartqa, train:24532, text+chart, single-hop)
(chartqa, train:24533, text+chart, single-hop)
(chartqa, train:24534, text+chart, single-hop)
(chartqa, train:24535, text+chart, single-hop)
(chartqa, train:24536, text+chart, single-hop)
(chartqa, train:24537, text+chart, single-hop)
(chartqa, train:24538, text+chart, single-hop)
(chartqa, train:24539, text+chart, single-hop)
(chartqa, train:24540, text+chart, single-hop)
(chartqa, train:24541, text+chart, single-hop)
(chartqa, train:24542, text+chart, single-hop)
(chartqa, train:24543, text+chart, single-hop)
(chartqa, train:24544, text+chart, single-hop)
(chartqa, train:24545, text+chart, single-hop)
(chartqa, train:24546, text+chart, single-hop)
(chartqa, train:24547, text+chart, single-hop)
(chartqa, train:24548, text+chart, single-hop)
(chartqa, train:24549, text+chart, single-hop)
(chartqa, train:24550, text+chart, single-hop)
(chartqa, train:24551, text+chart, single-hop)
(chartqa, train:24552, text+chart, single-hop)
(chartqa, train:24553, text+chart, single-hop)
(chartqa, train:24554, text+chart, single-hop)
(chartqa, train:24555, text+chart, single-hop)
(chartqa, train:24556, text+chart, single-hop)
(chartqa, train:24557, text+chart, single-hop)
(chartqa, train:24558, text+chart, single-hop)
(chartqa, train:24559, text+chart, single-hop)
(chartqa, train:24560, text+chart, single-hop)
(chartqa, train:24561, text+chart, single-hop)
(chartqa, train:24562, text+chart, single-hop)
(chartqa, train:24563, text+chart, single-hop)
(chartqa, train:24564, text+chart, single-hop)
(chartqa, train:24565, text+chart, single-hop)
(chartqa, train:24566, text+chart, single-hop)
(chartqa, train:24567, text+chart, single-hop)
(chartqa, train:24568, text+chart, single-hop)
(chartqa, train:24569, text+chart, single-hop)
(chartqa, train:24570, text+chart, single-hop)
(chartqa, train:24571, text+chart, single-hop)
(chartqa, train:24572, text+chart, single-hop)
(chartqa, train:24573, text+chart, single-hop)
(chartqa, train:24574, text+chart, single-hop)
(chartqa, train:24575, text+chart, single-hop)
(chartqa, train:24576, text+chart, single-hop)
(chartqa, train:24577, text+chart, single-hop)
(chartqa, train:24578, text+chart, single-hop)
(chartqa, train:24579, text+chart, single-hop)
(chartqa, train:24580, text+chart, single-hop)
(chartqa, train:24581, text+chart, single-hop)
(chartqa, train:24582, text+chart, single-hop)
(chartqa, train:24583, text+chart, single-hop)
(chartqa, train:24584, text+chart, single-hop)
(chartqa, train:24585, text+chart, single-hop)
(chartqa, train:24586, text+chart, single-hop)
(chartqa, train:24587, text+chart, single-hop)
(chartqa, train:24588, text+chart, single-hop)
(chartqa, train:24589, text+chart, single-hop)
(chartqa, train:24590, text+chart, single-hop)
(chartqa, train:24591, text+chart, single-hop)
(chartqa, train:24592, text+chart, single-hop)
(chartqa, train:24593, text+chart, single-hop)
(chartqa, train:24594, text+chart, single-hop)
(chartqa, train:24595, text+chart, single-hop)
(chartqa, train:24596, text+chart, single-hop)
(chartqa, train:24597, text+chart, single-hop)
(chartqa, train:24598, text+chart, single-hop)
(chartqa, train:24599, text+chart, single-hop)
(chartqa, train:24600, text+chart, single-hop)
(chartqa, train:24601, text+chart, single-hop)
(chartqa, train:24602, text+chart, single-hop)
(chartqa, train:24603, text+chart, single-hop)
(chartqa, train:24604, text+chart, single-hop)
(chartqa, train:24605, text+chart, single-hop)
(chartqa, train:24606, text+chart, single-hop)
(chartqa, train:24607, text+chart, single-hop)
(chartqa, train:24608, text+chart, single-hop)
(chartqa, train:24609, text+chart, single-hop)
(chartqa, train:24610, text+chart, single-hop)
(chartqa, train:24611, text+chart, single-hop)
(chartqa, train:24612, text+chart, single-hop)
(chartqa, train:24613, text+chart, single-hop)
(chartqa, train:24614, text+chart, single-hop)
(chartqa, train:24615, text+chart, single-hop)
(chartqa, train:24616, text+chart, single-hop)
(chartqa, train:24617, text+chart, single-hop)
(chartqa, train:24618, text+chart, single-hop)
(chartqa, train:24619, text+chart, single-hop)
(chartqa, train:24620, text+chart, single-hop)
(chartqa, train:24621, text+chart, single-hop)
(chartqa, train:24622, text+chart, single-hop)
(chartqa, train:24623, text+chart, single-hop)
(chartqa, train:24624, text+chart, single-hop)
(chartqa, train:24625, text+chart, single-hop)
(chartqa, train:24626, text+chart, single-hop)
(chartqa, train:24627, text+chart, single-hop)
(chartqa, train:24628, text+chart, single-hop)
(chartqa, train:24629, text+chart, single-hop)
(chartqa, train:24630, text+chart, single-hop)
(chartqa, train:24631, text+chart, single-hop)
(chartqa, train:24632, text+chart, single-hop)
(chartqa, train:24633, text+chart, single-hop)
(chartqa, train:24634, text+chart, single-hop)
(chartqa, train:24635, text+chart, single-hop)
(chartqa, train:24636, text+chart, single-hop)
(chartqa, train:24637, text+chart, single-hop)
(chartqa, train:24638, text+chart, single-hop)
(chartqa, train:24639, text+chart, single-hop)
(chartqa, train:24640, text+chart, single-hop)
(chartqa, train:24641, text+chart, single-hop)
(chartqa, train:24642, text+chart, single-hop)
(chartqa, train:24643, text+chart, single-hop)
(chartqa, train:24644, text+chart, single-hop)
(chartqa, train:24645, text+chart, single-hop)
(chartqa, train:24646, text+chart, single-hop)
(chartqa, train:24647, text+chart, single-hop)
(chartqa, train:24648, text+chart, single-hop)
(chartqa, train:24649, text+chart, single-hop)
(chartqa, train:24650, text+chart, single-hop)
(chartqa, train:24651, text+chart, single-hop)
(chartqa, train:24652, text+chart, single-hop)
(chartqa, train:24653, text+chart, single-hop)
(chartqa, train:24654, text+chart, single-hop)
(chartqa, train:24655, text+chart, single-hop)
(chartqa, train:24656, text+chart, single-hop)
(chartqa, train:24657, text+chart, single-hop)
(chartqa, train:24658, text+chart, single-hop)
(chartqa, train:24659, text+chart, single-hop)
(chartqa, train:24660, text+chart, single-hop)
(chartqa, train:24661, text+chart, single-hop)
(chartqa, train:24662, text+chart, single-hop)
(chartqa, train:24663, text+chart, single-hop)
(chartqa, train:24664, text+chart, single-hop)
(chartqa, train:24665, text+chart, single-hop)
(chartqa, train:24666, text+chart, single-hop)
(chartqa, train:24667, text+chart, single-hop)
(chartqa, train:24668, text+chart, single-hop)
(chartqa, train:24669, text+chart, single-hop)
(chartqa, train:24670, text+chart, single-hop)
(chartqa, train:24671, text+chart, single-hop)
(chartqa, train:24672, text+chart, single-hop)
(chartqa, train:24673, text+chart, single-hop)
(chartqa, train:24674, text+chart, single-hop)
(chartqa, train:24675, text+chart, single-hop)
(chartqa, train:24676, text+chart, single-hop)
(chartqa, train:24677, text+chart, single-hop)
(chartqa, train:24678, text+chart, single-hop)
(chartqa, train:24679, text+chart, single-hop)
(chartqa, train:24680, text+chart, single-hop)
(chartqa, train:24681, text+chart, single-hop)
(chartqa, train:24682, text+chart, single-hop)
(chartqa, train:24683, text+chart, single-hop)
(chartqa, train:24684, text+chart, single-hop)
(chartqa, train:24685, text+chart, single-hop)
(chartqa, train:24686, text+chart, single-hop)
(chartqa, train:24687, text+chart, single-hop)
(chartqa, train:24688, text+chart, single-hop)
(chartqa, train:24689, text+chart, single-hop)
(chartqa, train:24690, text+chart, single-hop)
(chartqa, train:24691, text+chart, single-hop)
(chartqa, train:24692, text+chart, single-hop)
(chartqa, train:24693, text+chart, single-hop)
(chartqa, train:24694, text+chart, single-hop)
(chartqa, train:24695, text+chart, single-hop)
(chartqa, train:24696, text+chart, single-hop)
(chartqa, train:24697, text+chart, single-hop)
(chartqa, train:24698, text+chart, single-hop)
(chartqa, train:24699, text+chart, single-hop)
(chartqa, train:24700, text+chart, single-hop)
(chartqa, train:24701, text+chart, single-hop)
(chartqa, train:24702, text+chart, single-hop)
(chartqa, train:24703, text+chart, single-hop)
(chartqa, train:24704, text+chart, single-hop)
(chartqa, train:24705, text+chart, single-hop)
(chartqa, train:24706, text+chart, single-hop)
(chartqa, train:24707, text+chart, single-hop)
(chartqa, train:24708, text+chart, single-hop)
(chartqa, train:24709, text+chart, single-hop)
(chartqa, train:24710, text+chart, single-hop)
(chartqa, train:24711, text+chart, single-hop)
(chartqa, train:24712, text+chart, single-hop)
(chartqa, train:24713, text+chart, single-hop)
(chartqa, train:24714, text+chart, single-hop)
(chartqa, train:24715, text+chart, single-hop)
(chartqa, train:24716, text+chart, single-hop)
(chartqa, train:24717, text+chart, single-hop)
(chartqa, train:24718, text+chart, single-hop)
(chartqa, train:24719, text+chart, single-hop)
(chartqa, train:24720, text+chart, single-hop)
(chartqa, train:24721, text+chart, single-hop)
(chartqa, train:24722, text+chart, single-hop)
(chartqa, train:24723, text+chart, single-hop)
(chartqa, train:24724, text+chart, single-hop)
(chartqa, train:24725, text+chart, single-hop)
(chartqa, train:24726, text+chart, single-hop)
(chartqa, train:24727, text+chart, single-hop)
(chartqa, train:24728, text+chart, single-hop)
(chartqa, train:24729, text+chart, single-hop)
(chartqa, train:24730, text+chart, single-hop)
(chartqa, train:24731, text+chart, single-hop)
(chartqa, train:24732, text+chart, single-hop)
(chartqa, train:24733, text+chart, single-hop)
(chartqa, train:24734, text+chart, single-hop)
(chartqa, train:24735, text+chart, single-hop)
(chartqa, train:24736, text+chart, single-hop)
(chartqa, train:24737, text+chart, single-hop)
(chartqa, train:24738, text+chart, single-hop)
(chartqa, train:24739, text+chart, single-hop)
(chartqa, train:24740, text+chart, single-hop)
(chartqa, train:24741, text+chart, single-hop)
(chartqa, train:24742, text+chart, single-hop)
(chartqa, train:24743, text+chart, single-hop)
(chartqa, train:24744, text+chart, single-hop)
(chartqa, train:24745, text+chart, single-hop)
(chartqa, train:24746, text+chart, single-hop)
(chartqa, train:24747, text+chart, single-hop)
(chartqa, train:24748, text+chart, single-hop)
(chartqa, train:24749, text+chart, single-hop)
(chartqa, train:24750, text+chart, single-hop)
(chartqa, train:24751, text+chart, single-hop)
(chartqa, train:24752, text+chart, single-hop)
(chartqa, train:24753, text+chart, single-hop)
(chartqa, train:24754, text+chart, single-hop)
(chartqa, train:24755, text+chart, single-hop)
(chartqa, train:24756, text+chart, single-hop)
(chartqa, train:24757, text+chart, single-hop)
(chartqa, train:24758, text+chart, single-hop)
(chartqa, train:24759, text+chart, single-hop)
(chartqa, train:24760, text+chart, single-hop)
(chartqa, train:24761, text+chart, single-hop)
(chartqa, train:24762, text+chart, single-hop)
(chartqa, train:24763, text+chart, single-hop)
(chartqa, train:24764, text+chart, single-hop)
(chartqa, train:24765, text+chart, single-hop)
(chartqa, train:24766, text+chart, single-hop)
(chartqa, train:24767, text+chart, single-hop)
(chartqa, train:24768, text+chart, single-hop)
(chartqa, train:24769, text+chart, single-hop)
(chartqa, train:24770, text+chart, single-hop)
(chartqa, train:24771, text+chart, single-hop)
(chartqa, train:24772, text+chart, single-hop)
(chartqa, train:24773, text+chart, single-hop)
(chartqa, train:24774, text+chart, single-hop)
(chartqa, train:24775, text+chart, single-hop)
(chartqa, train:24776, text+chart, single-hop)
(chartqa, train:24777, text+chart, single-hop)
(chartqa, train:24778, text+chart, single-hop)
(chartqa, train:24779, text+chart, single-hop)
(chartqa, train:24780, text+chart, single-hop)
(chartqa, train:24781, text+chart, single-hop)
(chartqa, train:24782, text+chart, single-hop)
(chartqa, train:24783, text+chart, single-hop)
(chartqa, train:24784, text+chart, single-hop)
(chartqa, train:24785, text+chart, single-hop)
(chartqa, train:24786, text+chart, single-hop)
(chartqa, train:24787, text+chart, single-hop)
(chartqa, train:24788, text+chart, single-hop)
(chartqa, train:24789, text+chart, single-hop)
(chartqa, train:24790, text+chart, single-hop)
(chartqa, train:24791, text+chart, single-hop)
(chartqa, train:24792, text+chart, single-hop)
(chartqa, train:24793, text+chart, single-hop)
(chartqa, train:24794, text+chart, single-hop)
(chartqa, train:24795, text+chart, single-hop)
(chartqa, train:24796, text+chart, single-hop)
(chartqa, train:24797, text+chart, single-hop)
(chartqa, train:24798, text+chart, single-hop)
(chartqa, train:24799, text+chart, single-hop)
(chartqa, train:24800, text+chart, single-hop)
(chartqa, train:24801, text+chart, single-hop)
(chartqa, train:24802, text+chart, single-hop)
(chartqa, train:24803, text+chart, single-hop)
(chartqa, train:24804, text+chart, single-hop)
(chartqa, train:24805, text+chart, single-hop)
(chartqa, train:24806, text+chart, single-hop)
(chartqa, train:24807, text+chart, single-hop)
(chartqa, train:24808, text+chart, single-hop)
(chartqa, train:24809, text+chart, single-hop)
(chartqa, train:24810, text+chart, single-hop)
(chartqa, train:24811, text+chart, single-hop)
(chartqa, train:24812, text+chart, single-hop)
(chartqa, train:24813, text+chart, single-hop)
(chartqa, train:24814, text+chart, single-hop)
(chartqa, train:24815, text+chart, single-hop)
(chartqa, train:24816, text+chart, single-hop)
(chartqa, train:24817, text+chart, single-hop)
(chartqa, train:24818, text+chart, single-hop)
(chartqa, train:24819, text+chart, single-hop)
(chartqa, train:24820, text+chart, single-hop)
(chartqa, train:24821, text+chart, single-hop)
(chartqa, train:24822, text+chart, single-hop)
(chartqa, train:24823, text+chart, single-hop)
(chartqa, train:24824, text+chart, single-hop)
(chartqa, train:24825, text+chart, single-hop)
(chartqa, train:24826, text+chart, single-hop)
(chartqa, train:24827, text+chart, single-hop)
(chartqa, train:24828, text+chart, single-hop)
(chartqa, train:24829, text+chart, single-hop)
(chartqa, train:24830, text+chart, single-hop)
(chartqa, train:24831, text+chart, single-hop)
(chartqa, train:24832, text+chart, single-hop)
(chartqa, train:24833, text+chart, single-hop)
(chartqa, train:24834, text+chart, single-hop)
(chartqa, train:24835, text+chart, single-hop)
(chartqa, train:24836, text+chart, single-hop)
(chartqa, train:24837, text+chart, single-hop)
(chartqa, train:24838, text+chart, single-hop)
(chartqa, train:24839, text+chart, single-hop)
(chartqa, train:24840, text+chart, single-hop)
(chartqa, train:24841, text+chart, single-hop)
(chartqa, train:24842, text+chart, single-hop)
(chartqa, train:24843, text+chart, single-hop)
(chartqa, train:24844, text+chart, single-hop)
(chartqa, train:24845, text+chart, single-hop)
(chartqa, train:24846, text+chart, single-hop)
(chartqa, train:24847, text+chart, single-hop)
(chartqa, train:24848, text+chart, single-hop)
(chartqa, train:24849, text+chart, single-hop)
(chartqa, train:24850, text+chart, single-hop)
(chartqa, train:24851, text+chart, single-hop)
(chartqa, train:24852, text+chart, single-hop)
(chartqa, train:24853, text+chart, single-hop)
(chartqa, train:24854, text+chart, single-hop)
(chartqa, train:24855, text+chart, single-hop)
(chartqa, train:24856, text+chart, single-hop)
(chartqa, train:24857, text+chart, single-hop)
(chartqa, train:24858, text+chart, single-hop)
(chartqa, train:24859, text+chart, single-hop)
(chartqa, train:24860, text+chart, single-hop)
(chartqa, train:24861, text+chart, single-hop)
(chartqa, train:24862, text+chart, single-hop)
(chartqa, train:24863, text+chart, single-hop)
(chartqa, train:24864, text+chart, single-hop)
(chartqa, train:24865, text+chart, single-hop)
(chartqa, train:24866, text+chart, single-hop)
(chartqa, train:24867, text+chart, single-hop)
(chartqa, train:24868, text+chart, single-hop)
(chartqa, train:24869, text+chart, single-hop)
(chartqa, train:24870, text+chart, single-hop)
(chartqa, train:24871, text+chart, single-hop)
(chartqa, train:24872, text+chart, single-hop)
(chartqa, train:24873, text+chart, single-hop)
(chartqa, train:24874, text+chart, single-hop)
(chartqa, train:24875, text+chart, single-hop)
(chartqa, train:24876, text+chart, single-hop)
(chartqa, train:24877, text+chart, single-hop)
(chartqa, train:24878, text+chart, single-hop)
(chartqa, train:24879, text+chart, single-hop)
(chartqa, train:24880, text+chart, single-hop)
(chartqa, train:24881, text+chart, single-hop)
(chartqa, train:24882, text+chart, single-hop)
(chartqa, train:24883, text+chart, single-hop)
(chartqa, train:24884, text+chart, single-hop)
(chartqa, train:24885, text+chart, single-hop)
(chartqa, train:24886, text+chart, single-hop)
(chartqa, train:24887, text+chart, single-hop)
(chartqa, train:24888, text+chart, single-hop)
(chartqa, train:24889, text+chart, single-hop)
(chartqa, train:24890, text+chart, single-hop)
(chartqa, train:24891, text+chart, single-hop)
(chartqa, train:24892, text+chart, single-hop)
(chartqa, train:24893, text+chart, single-hop)
(chartqa, train:24894, text+chart, single-hop)
(chartqa, train:24895, text+chart, single-hop)
(chartqa, train:24896, text+chart, single-hop)
(chartqa, train:24897, text+chart, single-hop)
(chartqa, train:24898, text+chart, single-hop)
(chartqa, train:24899, text+chart, single-hop)
(chartqa, train:24900, text+chart, single-hop)
(chartqa, train:24901, text+chart, single-hop)
(chartqa, train:24902, text+chart, single-hop)
(chartqa, train:24903, text+chart, single-hop)
(chartqa, train:24904, text+chart, single-hop)
(chartqa, train:24905, text+chart, single-hop)
(chartqa, train:24906, text+chart, single-hop)
(chartqa, train:24907, text+chart, single-hop)
(chartqa, train:24908, text+chart, single-hop)
(chartqa, train:24909, text+chart, single-hop)
(chartqa, train:24910, text+chart, single-hop)
(chartqa, train:24911, text+chart, single-hop)
(chartqa, train:24912, text+chart, single-hop)
(chartqa, train:24913, text+chart, single-hop)
(chartqa, train:24914, text+chart, single-hop)
(chartqa, train:24915, text+chart, single-hop)
(chartqa, train:24916, text+chart, single-hop)
(chartqa, train:24917, text+chart, single-hop)
(chartqa, train:24918, text+chart, single-hop)
(chartqa, train:24919, text+chart, single-hop)
(chartqa, train:24920, text+chart, single-hop)
(chartqa, train:24921, text+chart, single-hop)
(chartqa, train:24922, text+chart, single-hop)
(chartqa, train:24923, text+chart, single-hop)
(chartqa, train:24924, text+chart, single-hop)
(chartqa, train:24925, text+chart, single-hop)
(chartqa, train:24926, text+chart, single-hop)
(chartqa, train:24927, text+chart, single-hop)
(chartqa, train:24928, text+chart, single-hop)
(chartqa, train:24929, text+chart, single-hop)
(chartqa, train:24930, text+chart, single-hop)
(chartqa, train:24931, text+chart, single-hop)
(chartqa, train:24932, text+chart, single-hop)
(chartqa, train:24933, text+chart, single-hop)
(chartqa, train:24934, text+chart, single-hop)
(chartqa, train:24935, text+chart, single-hop)
(chartqa, train:24936, text+chart, single-hop)
(chartqa, train:24937, text+chart, single-hop)
(chartqa, train:24938, text+chart, single-hop)
(chartqa, train:24939, text+chart, single-hop)
(chartqa, train:24940, text+chart, single-hop)
(chartqa, train:24941, text+chart, single-hop)
(chartqa, train:24942, text+chart, single-hop)
(chartqa, train:24943, text+chart, single-hop)
(chartqa, train:24944, text+chart, single-hop)
(chartqa, train:24945, text+chart, single-hop)
(chartqa, train:24946, text+chart, single-hop)
(chartqa, train:24947, text+chart, single-hop)
(chartqa, train:24948, text+chart, single-hop)
(chartqa, train:24949, text+chart, single-hop)
(chartqa, train:24950, text+chart, single-hop)
(chartqa, train:24951, text+chart, single-hop)
(chartqa, train:24952, text+chart, single-hop)
(chartqa, train:24953, text+chart, single-hop)
(chartqa, train:24954, text+chart, single-hop)
(chartqa, train:24955, text+chart, single-hop)
(chartqa, train:24956, text+chart, single-hop)
(chartqa, train:24957, text+chart, single-hop)
(chartqa, train:24958, text+chart, single-hop)
(chartqa, train:24959, text+chart, single-hop)
(chartqa, train:24960, text+chart, single-hop)
(chartqa, train:24961, text+chart, single-hop)
(chartqa, train:24962, text+chart, single-hop)
(chartqa, train:24963, text+chart, single-hop)
(chartqa, train:24964, text+chart, single-hop)
(chartqa, train:24965, text+chart, single-hop)
(chartqa, train:24966, text+chart, single-hop)
(chartqa, train:24967, text+chart, single-hop)
(chartqa, train:24968, text+chart, single-hop)
(chartqa, train:24969, text+chart, single-hop)
(chartqa, train:24970, text+chart, single-hop)
(chartqa, train:24971, text+chart, single-hop)
(chartqa, train:24972, text+chart, single-hop)
(chartqa, train:24973, text+chart, single-hop)
(chartqa, train:24974, text+chart, single-hop)
(chartqa, train:24975, text+chart, single-hop)
(chartqa, train:24976, text+chart, single-hop)
(chartqa, train:24977, text+chart, single-hop)
(chartqa, train:24978, text+chart, single-hop)
(chartqa, train:24979, text+chart, single-hop)
(chartqa, train:24980, text+chart, single-hop)
(chartqa, train:24981, text+chart, single-hop)
(chartqa, train:24982, text+chart, single-hop)
(chartqa, train:24983, text+chart, single-hop)
(chartqa, train:24984, text+chart, single-hop)
(chartqa, train:24985, text+chart, single-hop)
(chartqa, train:24986, text+chart, single-hop)
(chartqa, train:24987, text+chart, single-hop)
(chartqa, train:24988, text+chart, single-hop)
(chartqa, train:24989, text+chart, single-hop)
(chartqa, train:24990, text+chart, single-hop)
(chartqa, train:24991, text+chart, single-hop)
(chartqa, train:24992, text+chart, single-hop)
(chartqa, train:24993, text+chart, single-hop)
(chartqa, train:24994, text+chart, single-hop)
(chartqa, train:24995, text+chart, single-hop)
(chartqa, train:24996, text+chart, single-hop)
(chartqa, train:24997, text+chart, single-hop)
(chartqa, train:24998, text+chart, single-hop)
(chartqa, train:24999, text+chart, single-hop)
(chartqa, train:25000, text+chart, single-hop)
(chartqa, train:25001, text+chart, single-hop)
(chartqa, train:25002, text+chart, single-hop)
(chartqa, train:25003, text+chart, single-hop)
(chartqa, train:25004, text+chart, single-hop)
(chartqa, train:25005, text+chart, single-hop)
(chartqa, train:25006, text+chart, single-hop)
(chartqa, train:25007, text+chart, single-hop)
(chartqa, train:25008, text+chart, single-hop)
(chartqa, train:25009, text+chart, single-hop)
(chartqa, train:25010, text+chart, single-hop)
(chartqa, train:25011, text+chart, single-hop)
(chartqa, train:25012, text+chart, single-hop)
(chartqa, train:25013, text+chart, single-hop)
(chartqa, train:25014, text+chart, single-hop)
(chartqa, train:25015, text+chart, single-hop)
(chartqa, train:25016, text+chart, single-hop)
(chartqa, train:25017, text+chart, single-hop)
(chartqa, train:25018, text+chart, single-hop)
(chartqa, train:25019, text+chart, single-hop)
(chartqa, train:25020, text+chart, single-hop)
(chartqa, train:25021, text+chart, single-hop)
(chartqa, train:25022, text+chart, single-hop)
(chartqa, train:25023, text+chart, single-hop)
(chartqa, train:25024, text+chart, single-hop)
(chartqa, train:25025, text+chart, single-hop)
(chartqa, train:25026, text+chart, single-hop)
(chartqa, train:25027, text+chart, single-hop)
(chartqa, train:25028, text+chart, single-hop)
(chartqa, train:25029, text+chart, single-hop)
(chartqa, train:25030, text+chart, single-hop)
(chartqa, train:25031, text+chart, single-hop)
(chartqa, train:25032, text+chart, single-hop)
(chartqa, train:25033, text+chart, single-hop)
(chartqa, train:25034, text+chart, single-hop)
(chartqa, train:25035, text+chart, single-hop)
(chartqa, train:25036, text+chart, single-hop)
(chartqa, train:25037, text+chart, single-hop)
(chartqa, train:25038, text+chart, single-hop)
(chartqa, train:25039, text+chart, single-hop)
(chartqa, train:25040, text+chart, single-hop)
(chartqa, train:25041, text+chart, single-hop)
(chartqa, train:25042, text+chart, single-hop)
(chartqa, train:25043, text+chart, single-hop)
(chartqa, train:25044, text+chart, single-hop)
(chartqa, train:25045, text+chart, single-hop)
(chartqa, train:25046, text+chart, single-hop)
(chartqa, train:25047, text+chart, single-hop)
(chartqa, train:25048, text+chart, single-hop)
(chartqa, train:25049, text+chart, single-hop)
(chartqa, train:25050, text+chart, single-hop)
(chartqa, train:25051, text+chart, single-hop)
(chartqa, train:25052, text+chart, single-hop)
(chartqa, train:25053, text+chart, single-hop)
(chartqa, train:25054, text+chart, single-hop)
(chartqa, train:25055, text+chart, single-hop)
(chartqa, train:25056, text+chart, single-hop)
(chartqa, train:25057, text+chart, single-hop)
(chartqa, train:25058, text+chart, single-hop)
