(scienceqa, train:1, science, geography)
(hotpotqa, dev:5a74f7405542996c70cfae59, society, politics and law)
(hotpotqa, dev:5ae096d755429906c02daadf, science, general knowledge)
(hotpotqa, dev:5ade1eda55429975fa854e71, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a80c01855429938b61421b8, arts and entertainment, sports)
(hotpotqa, dev:5a87184a5542991e771816c5, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a77d12755429967ab1052b8, science, general knowledge)
(hotpotqa, dev:5a80b9ae5542992bc0c4a7eb, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a77d3f555429967ab1052c5, science, general knowledge)
(hotpotqa, dev:5ae121315542997b2ef7d0ee, economics, business and finance)
(hotpotqa, dev:5abfde655542997719eab6f2, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adc82fc554299438c868dce, arts and entertainment, sports)
(hotpotqa, dev:5ade1f1c55429939a52fe82d, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a77a7565542995d83181249, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8c743e5542996e8ac88ab3, science, general knowledge)
(hotpotqa, dev:5ab2af1655429929539467eb, society, geography)
(hotpotqa, dev:5a7e08b55542997cc2c474fe, arts and entertainment, sports)
(hotpotqa, dev:5a80799b5542992bc0c4a72e, science, general knowledge)
(hotpotqa, dev:5a8789115542994846c1cd9a, economics, business and finance)
(hotpotqa, dev:5a7c572655429935c91b5166, science, general knowledge)
(hotpotqa, dev:5a9051615542995651fb5136, science, general knowledge)
(hotpotqa, dev:5a7e60a855429949594199ae, society, politics and law)
(hotpotqa, dev:5abbf64055429965836003bc, science, general knowledge)
(hotpotqa, dev:5ab8284d5542990e739ec83f, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a808cbd5542996402f6a54b, society, geography)
(hotpotqa, dev:5a7a01b15542996c55b2dcd1, science, general knowledge)
(hotpotqa, dev:5ae4d7fc5542990ba0bbb16f, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a79caad5542994f819ef09f, arts and entertainment, sports)
(hotpotqa, dev:5ae153915542990adbacf752, science, general knowledge)
(hotpotqa, dev:5a87f3cb5542994846c1ce03, science, biomedical science)
(hotpotqa, dev:5abd455c55429924427fcf5a, science, general knowledge)
(hotpotqa, dev:5a739ef955429978a71e904b, science, general knowledge)
(hotpotqa, dev:5abd889f55429924427fd046, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac536485542996feb3fea2e, society, geography)
(hotpotqa, dev:5adff45c55429925eb1afb8c, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a79e3555542994bb945712f, science, general knowledge)
(hotpotqa, dev:5ae4bbf05542995ad6573e32, society, politics and law)
(hotpotqa, dev:5a8682755542996432c571cf, society, geography)
(hotpotqa, dev:5a82f35f5542995ce29dcd14, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae6453e55429908198fa56c, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a78a7025542990784727710, science, general knowledge)
(hotpotqa, dev:5ae37ec25542990afbd1e178, arts and entertainment, sports)
(hotpotqa, dev:5ae55a4e5542990ba0bbb285, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab69e4f554299710c8d1eee, arts and entertainment, film, music and literature)
(hotpotqa, dev:5add39ca5542992ae4cec4fb, science, general knowledge)
(hotpotqa, dev:5adcfe7f5542992c1e3a24f1, economics, business and finance)
(hotpotqa, dev:5a72b2dc5542992359bc3173, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae122465542997b2ef7d0f4, science, general knowledge)
(hotpotqa, dev:5abfce075542994516f454f7, science, general knowledge)
(hotpotqa, dev:5a8abb115542992d82986f66, society, politics and law)
(hotpotqa, dev:5ac49a1c5542996feb3fe905, arts and entertainment, sports)
(hotpotqa, dev:5ae1fced5542997283cd230e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7b1c6b55429931da12c9ca, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a807e6f5542995d8a8ddf80, science, general knowledge)
(hotpotqa, dev:5a712fca5542994082a3e641, arts and entertainment, sports)
(hotpotqa, dev:5a771d6155429966f1a36c6d, science, general knowledge)
(hotpotqa, dev:5ae2ad6b5542996483e64a3d, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8f137355429918e830d180, society, history)
(hotpotqa, dev:5ae4f6c755429960a22e022a, economics, business and finance)
(hotpotqa, dev:5a8dd47c5542995a26add3fa, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab3d764554299233954ffc7, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab30f9a554299233954fef2, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8af0a355429950cd6afc1c, science, general knowledge)
(hotpotqa, dev:5a85018d5542997b5ce3ff98, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adc6c4c5542994650320ce0, science, general knowledge)
(hotpotqa, dev:5a73b8d655429908901be31f, science, general knowledge)
(hotpotqa, dev:5ab30ebf554299753aec592c, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab41b8c5542996a3a969f40, science, general knowledge)
(hotpotqa, dev:5ab52cb2554299637185c4f1, arts and entertainment, sports)
(hotpotqa, dev:5ae52ba755429908b6326538, economics, business and finance)
(hotpotqa, dev:5a88be405542997e5c09a6ab, science, general knowledge)
(hotpotqa, dev:5ae13bf1554299422ee99634, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae785685542994a481bbd47, society, geography)
(hotpotqa, dev:5abd247e5542996e802b472f, society, politics and law)
(hotpotqa, dev:5a81ff1a554299676cceb1c2, science, general knowledge)
(hotpotqa, dev:5a890b895542995153361278, science, general knowledge)
(hotpotqa, dev:5ae31d5a5542990afbd1e0b1, arts and entertainment, film, music and literature)
(hotpotqa, dev:5add4fd15542992200553a98, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8f6fbf5542992414482acd, science, general knowledge)
(hotpotqa, dev:5a8841a35542994846c1ce69, science, general knowledge)
(hotpotqa, dev:5a8b3c5b55429971feec4684, society, geography)
(hotpotqa, dev:5a730abe5542994cef4bc42f, arts and entertainment, sports)
(hotpotqa, dev:5a7c76275542990527d554b4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8df72055429917b4a5bcf2, science, general knowledge)
(hotpotqa, dev:5ac471305542991943173998, science, general knowledge)
(hotpotqa, dev:5a79dae35542994f819ef0d3, science, general knowledge)
(hotpotqa, dev:5a85e57a5542994c784ddbb1, science, general knowledge)
(hotpotqa, dev:5a84c89a5542992a431d1a9c, science, general knowledge)
(hotpotqa, dev:5adbf3fa554299438c868ce0, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8cacac554299585d9e3716, arts and entertainment, sports)
(hotpotqa, dev:5ab672165542995eadeeffe0, science, general knowledge)
(hotpotqa, dev:5a7fa0d55542995d8a8dded3, science, general knowledge)
(hotpotqa, dev:5a7cb8bc554299452d57b9be, society, geography)
(hotpotqa, dev:5ae4957155429970de88d9bc, science, general knowledge)
(hotpotqa, dev:5a7d052255429909bec768fd, science, general knowledge)
(hotpotqa, dev:5ab862f95542992aa3b8c8d4, arts and entertainment, sports)
(hotpotqa, dev:5ab692b5554299710c8d1ed6, arts and entertainment, sports)
(hotpotqa, dev:5ab87b2955429934fafe6df4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae82c3d55429952e35eaa75, science, general knowledge)
(hotpotqa, dev:5ae326d85542991a06ce9938, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ade03c65542990dbb2f7f2e, science, general knowledge)
(hotpotqa, dev:5add7c455542990dbb2f7e5f, science, general knowledge)
(hotpotqa, dev:5adc54085542994650320cce, science, general knowledge)
(hotpotqa, dev:5ade04465542990dbb2f7f2f, science, general knowledge)
(hotpotqa, dev:5a7384755542992d56e7e354, arts and entertainment, sports)
(hotpotqa, dev:5a7dedb55542995f4f402317, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a77e70f5542992a6e59dfeb, society, politics and law)
(hotpotqa, dev:5a801e68554299485f59856f, science, biomedical science)
(hotpotqa, dev:5adcd4325542994d58a2f6ed, science, biology)
(hotpotqa, dev:5ae368715542991a06ce99bd, society, geography)
(hotpotqa, dev:5ab9753055429970cfb8eb0b, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8031c1554299485f598585, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab6266555429953192ad277, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a76b56d554299373536017b, science, general knowledge)
(hotpotqa, dev:5a84be095542992a431d1a97, science, general knowledge)
(hotpotqa, dev:5ab520dd5542996a3a96a02c, society, politics and law)
(hotpotqa, dev:5a8ce88c55429941ae14df3b, society, geography)
(hotpotqa, dev:5a7647b85542992d0ec0608a, science, general knowledge)
(hotpotqa, dev:5a74702555429929fddd8428, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a73626b55429901807db01e, society, geography)
(hotpotqa, dev:5ae1ab715542997f29b3c0f7, science, general knowledge)
(hotpotqa, dev:5ae1d5a3554299234fd04319, arts and entertainment, sports)
(hotpotqa, dev:5ae1f79f5542997283cd2302, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab7c6995542993667794005, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8197905542995ce29dcc10, science, general knowledge)
(hotpotqa, dev:5a83cce95542996488c2e4d6, society, politics and law)
(hotpotqa, dev:5a8019db5542992097ad2fd5, science, general knowledge)
(hotpotqa, dev:5adec7925542995534e8c70d, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab5487b554299494045ef68, science, general knowledge)
(hotpotqa, dev:5adff1a255429925eb1afb5e, society, history)
(hotpotqa, dev:5a8cbce1554299653c1aa103, science, general knowledge)
(hotpotqa, dev:5aba9e235542994dbf019984, science, general knowledge)
(hotpotqa, dev:5a77cba65542995d831812e2, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae27df25542992decbdcd2a, science, general knowledge)
(hotpotqa, dev:5a7309a15542992359bc320c, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae3e0535542992e3233c496, society, politics and law)
(hotpotqa, dev:5abc6fba554299700f9d78c7, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a75083b5542996c70cfae7e, science, general knowledge)
(hotpotqa, dev:5ade04d75542997dc7907125, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7f567e5542992097ad2f22, science, information technology and engineering)
(hotpotqa, dev:5ae0ce4e554299603e41845f, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abd93115542996e802b47e0, arts and entertainment, sports)
(hotpotqa, dev:5a734db15542994cef4bc523, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a876a4a5542993e715abf30, science, general knowledge)
(hotpotqa, dev:5a807ca5554299485f598613, society, history)
(hotpotqa, dev:5a8badef554299240d9c2080, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a771ead55429966f1a36c7c, science, general knowledge)
(hotpotqa, dev:5ae07db855429945ae95937a, science, general knowledge)
(hotpotqa, dev:5adc94dc5542990d50227cad, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a87b2fc5542996e4f3088d0, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a81108855429926c1cdace2, economics, business and finance)
(hotpotqa, dev:5ab7c24e5542995dae37e998, society, history)
(hotpotqa, dev:5ab3b42c5542992ade7c6e4f, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac15c1c5542994ab5c67cf7, science, general knowledge)
(hotpotqa, dev:5a843b045542996488c2e518, science, general knowledge)
(hotpotqa, dev:5ac2a20055429967731025cb, arts and entertainment, sports)
(hotpotqa, dev:5ab29624554299545a2cf9b5, science, general knowledge)
(hotpotqa, dev:5a7143625542994082a3e71e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a76139b5542994ccc9186be, arts and entertainment, sports)
(hotpotqa, dev:5a8ef1e35542995a26add57a, science, general knowledge)
(hotpotqa, dev:5a8f7c9a55429918e830d239, arts and entertainment, sports)
(hotpotqa, dev:5adfc8f45542992d7e9f93d0, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab5cdb85542997d4ad1f1e0, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7d043755429909bec768f7, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adc597d55429947ff17392f, science, general knowledge)
(hotpotqa, dev:5abc436f5542993a06baf8c3, arts and entertainment, sports)
(hotpotqa, dev:5ae7a6da5542994a481bbdb9, society, history)
(hotpotqa, dev:5a8ed87955429917b4a5bdd2, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7da4865542990b8f5039ed, science, general knowledge)
(hotpotqa, dev:5a7350585542992359bc32f9, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae54b6355429908b63265cc, science, general knowledge)
(hotpotqa, dev:5abd74c95542993062266ca2, arts and entertainment, sports)
(hotpotqa, dev:5a79120755429974737f7966, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abd6f0855429933744ab7d5, arts and entertainment, sports)
(hotpotqa, dev:5a8c52685542995e66a475bb, society, politics and law)
(hotpotqa, dev:5ae3e84b5542996836b02bf0, society, geography)
(hotpotqa, dev:5a7148d25542994082a3e766, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a78ad26554299148911f913, science, general knowledge)
(hotpotqa, dev:5ac0714f554299294b218fe1, science, general knowledge)
(hotpotqa, dev:5ae2a9c6554299492dc91c42, society, geography)
(hotpotqa, dev:5add18345542994ed6169c7e, arts and entertainment, sports)
(hotpotqa, dev:5a7f40de5542992e7d278cc8, science, general knowledge)
(hotpotqa, dev:5abdb10f55429965af743dc9, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab6633b55429954757d3278, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abb2a5f5542996cc5e49fca, society, geography)
(hotpotqa, dev:5a81fbc25542990a1d231f09, arts and entertainment, sports)
(hotpotqa, dev:5abde7ba5542991f6610609e, science, general knowledge)
(hotpotqa, dev:5ab2c6d955429916697740c3, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a81fa59554299676cceb1b0, science, general knowledge)
(hotpotqa, dev:5adcdf455542994ed6169c11, science, physics)
(hotpotqa, dev:5ab5d6155542997d4ad1f1fa, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab480c45542990594ba9c36, society, geography)
(hotpotqa, dev:5a7fc6e45542992e7d278d73, science, general knowledge)
(hotpotqa, dev:5ac0784e554299294b218ff6, arts and entertainment, film, music and literature)
(hotpotqa, dev:5add56ad5542992200553abf, society, geography)
(hotpotqa, dev:5ac29f58554299657fa28fe4, arts and entertainment, sports)
(hotpotqa, dev:5ade6acf554299728e26c71a, science, general knowledge)
(hotpotqa, dev:5ac179bf5542994ab5c67d60, science, general knowledge)
(hotpotqa, dev:5a78d2b955429974737f78c0, science, general knowledge)
(hotpotqa, dev:5a84aca95542992a431d1a89, arts and entertainment, sports)
(hotpotqa, dev:5ae5b81d5542990ba0bbb2c2, science, general knowledge)
(hotpotqa, dev:5ae762835542997b22f6a711, society, geography)
(hotpotqa, dev:5ac4d717554299076e296e0e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a83b4d35542996488c2e495, society, history)
(hotpotqa, dev:5ab5cb4f554299637185c616, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a73266d5542994cef4bc47d, science, general knowledge)
(hotpotqa, dev:5a9094ba55429933b8a2056d, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abbb42555429931dba144af, culture and education, language and literature)
(hotpotqa, dev:5add43335542995b365faae1, science, general knowledge)
(hotpotqa, dev:5ae7535c5542997b22f6a6d8, arts and entertainment, sports)
(hotpotqa, dev:5ae226755542996483e64906, science, information technology and engineering)
(hotpotqa, dev:5ab21682554299722f9b4ca9, science, general knowledge)
(hotpotqa, dev:5ab7f22a5542991d322237d4, science, general knowledge)
(hotpotqa, dev:5a8268aa55429940e5e1a8aa, arts and entertainment, sports)
(hotpotqa, dev:5adc8ab05542994d58a2f642, society, geography)
(hotpotqa, dev:5a84bb825542991dd0999dbe, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a89a74e554299669944a562, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a9051d955429916514e7474, arts and entertainment, film, music and literature)
(hotpotqa, dev:5add5ac95542992200553ace, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac34fdb554299741d48a24a, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7d26fd554299452d57bb2a, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab5052a5542990594ba9ccf, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab5627b5542992aa134a2ff, science, general knowledge)
(hotpotqa, dev:5a83316b5542993344745fe5, science, general knowledge)
(hotpotqa, dev:5a7cd7f055429909bec7683e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae6f1675542991bbc9761a1, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abf1e825542997ec76fd3cb, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab416a25542996a3a969f28, society, geography)
(hotpotqa, dev:5abb2f2f554299232ef4a3d7, science, general knowledge)
(hotpotqa, dev:5abb8e2d554299642a094aa4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8dae82554299068b959d99, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac41f1d5542991943173924, society, geography)
(hotpotqa, dev:5ae2aa345542996483e64a25, arts and entertainment, sports)
(hotpotqa, dev:5a77aa8655429949eeb29f22, science, general knowledge)
(hotpotqa, dev:5ae4083755429970de88d885, science, general knowledge)
(hotpotqa, dev:5ae0847455429945ae959394, science, general knowledge)
(hotpotqa, dev:5ab761d955429928e1fe3856, science, general knowledge)
(hotpotqa, dev:5a7e801b5542997cc2c47557, society, geography)
(hotpotqa, dev:5ae1e11c554299234fd04335, society, geography)
(hotpotqa, dev:5ab9dd1f554299232ef4a22d, society, history)
(hotpotqa, dev:5a88341c5542994846c1ce20, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8baf635542996e8ac889c6, society, geography)
(hotpotqa, dev:5a7f1e805542993067513640, science, general knowledge)
(hotpotqa, dev:5adf67e95542993344016c72, arts and entertainment, sports)
(hotpotqa, dev:5ae33bdc5542992f92d8225e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5abbfc2b554299642a094bc9, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae69e6d5542996d980e7c62, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae75e335542991e8301cc70, arts and entertainment, sports)
(hotpotqa, dev:5ac3a2f35542993915413856, society, politics and law)
(hotpotqa, dev:5ab4eecb55429942dd415faa, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adfeeed55429925eb1afb44, arts and entertainment, sports)
(hotpotqa, dev:5ac00cde554299012d1db58a, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7bd286554299683c1c62bd, science, general knowledge)
(hotpotqa, dev:5a8a38135542996c9b8d5e59, science, general knowledge)
(hotpotqa, dev:5a8b2ccf55429971feec4665, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac509e95542994611c8b333, science, general knowledge)
(hotpotqa, dev:5a78c56455429974737f7876, society, politics and law)
(hotpotqa, dev:5adf5c175542995ec70e8fd0, economics, business and finance)
(hotpotqa, dev:5ae786c8554299540e5a55d7, science, general knowledge)
(hotpotqa, dev:5a78abbc554299148911f90c, science, general knowledge)
(hotpotqa, dev:5ab6d9b25542995eadef00c8, science, general knowledge)
(hotpotqa, dev:5ae7cea355429952e35ea9c1, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae470815542996836b02c9f, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae1fd995542997283cd2313, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a793bc95542994bb9456fc3, science, general knowledge)
(hotpotqa, dev:5a8f25ba55429924144829e9, society, geography)
(hotpotqa, dev:5a7f4cb055429969796c1a02, economics, business and finance)
(hotpotqa, dev:5ac2381355429951e9e684a9, arts and entertainment, sports)
(hotpotqa, dev:5a74ee175542996c70cfae41, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a77b6535542995d83181274, science, general knowledge)
(hotpotqa, dev:5a8a39195542992d82986f04, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab431d855429942dd415ed2, economics, business and finance)
(hotpotqa, dev:5a8efef05542997ba9cb3178, arts and entertainment, sports)
(hotpotqa, dev:5a8aecff55429950cd6afbef, economics, business and finance)
(hotpotqa, dev:5a7243915542990c210a4086, economics, business and finance)
(hotpotqa, dev:5a73235c5542994cef4bc475, science, general knowledge)
(hotpotqa, dev:5ac285335542996773102552, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a75d9c05542992db94736f6, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae51fa25542992663a4f11f, society, geography)
(hotpotqa, dev:5a7fc03d5542992097ad2fbc, science, general knowledge)
(hotpotqa, dev:5ae1bf46554299234fd042e6, science, general knowledge)
(hotpotqa, dev:5a80a1b25542992bc0c4a78c, society, history)
(hotpotqa, dev:5a7f9cbd5542994857a7677c, arts and entertainment, sports)
(hotpotqa, dev:5abb8ebe5542993f40c73b2d, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab91dc555429919ba4e23b4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab5ec2a5542992aa134a3e3, science, general knowledge)
(hotpotqa, dev:5a80e03e55429938b614222c, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ab82d095542990e739ec853, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a89dc81554299669944a5dc, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8effb55542997ba9cb317f, science, general knowledge)
(hotpotqa, dev:5ab3ede755429976abd1bcf4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7d2afb554299452d57bb41, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8f1cfa554299458435d581, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac2768d5542990b17b153a8, science, general knowledge)
(hotpotqa, dev:5ae4ce835542990ba0bbb14d, society, geography)
(hotpotqa, dev:5a8a77fd55429930ff3c0de3, science, general knowledge)
(hotpotqa, dev:5ab1c2bf5542997061209558, arts and entertainment, sports)
(hotpotqa, dev:5a758aff5542992d0ec05fb2, arts and entertainment, sports)
(hotpotqa, dev:5a88d7875542993b751ca876, science, general knowledge)
(hotpotqa, dev:5ae12bcc5542997b2ef7d11a, society, geography)
(hotpotqa, dev:5ac52f8e5542996feb3fea14, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7d41425542997cc2c4743b, society, geography)
(hotpotqa, dev:5ab3b7c555429969a97a8190, science, general knowledge)
(hotpotqa, dev:5a7d72bb5542990b8f50398e, science, general knowledge)
(hotpotqa, dev:5a89ec7b5542992e4fca8483, science, general knowledge)
(hotpotqa, dev:5abd8ac25542993062266cc2, economics, business and finance)
(hotpotqa, dev:5ac2610f55429951e9e68593, economics, business and finance)
(hotpotqa, dev:5a85ee635542994775f606b4, society, geography)
(hotpotqa, dev:5a7a96555542990198eaf159, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae53c9655429960a22e0290, culture and education, language and literature)
(hotpotqa, dev:5adf8c965542993344016cf5, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8e39475542995085b373f1, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a74e5aa5542996c70cfae2e, science, general knowledge)
(hotpotqa, dev:5ab2a32f554299706120967b, science, general knowledge)
(hotpotqa, dev:5add1d575542992c1e3a2540, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac3b62b554299741d48a2f6, science, general knowledge)
(hotpotqa, dev:5a832f9d5542993344745fe4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7a919455429941d65f26b5, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a7145d55542994082a3e73c, science, geography)
(hotpotqa, dev:5abd04bd5542992ac4f381a9, arts and entertainment, sports)
(hotpotqa, dev:5a87bc3f5542996432c57275, society, geography)
(hotpotqa, dev:5ab27287554299722f9b4d2c, arts and entertainment, sports)
(hotpotqa, dev:5ab9dd9a554299232ef4a231, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8ed30655429917b4a5bdcd, arts and entertainment, sports)
(hotpotqa, dev:5a8f06075542995b44241f2d, society, geography)
(hotpotqa, dev:5adcea3755429947343537ca, science, general knowledge)
(hotpotqa, dev:5a8ac02d5542996c9b8d5f6f, arts and entertainment, sports)
(hotpotqa, dev:5a7b8d4955429927d897bfeb, science, general knowledge)
(hotpotqa, dev:5ab3bb7b55429969a97a8198, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae03cd855429924de1b7072, society, geography)
(hotpotqa, dev:5aba549f554299232ef4a290, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adea95055429939a52fe931, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a808f3f5542992097ad2ffd, society, history)
(hotpotqa, dev:5a8d0e305542994ba4e3dbbe, science, biomedical science)
(hotpotqa, dev:5a8e17ce554299653c1aa169, economics, business and finance)
(hotpotqa, dev:5ab6c94c554299710c8d1f5e, arts and entertainment, film, music and literature)
(hotpotqa, dev:5adbf81a554299438c868cfd, science, general knowledge)
(hotpotqa, dev:5a79fe3b5542994f819ef119, arts and entertainment, sports)
(hotpotqa, dev:5adf80605542995534e8c7d2, science, general knowledge)
(hotpotqa, dev:5ab2c418554299545a2cfa67, society, history)
(hotpotqa, dev:5add2eab5542992ae4cec4da, economics, business and finance)
(hotpotqa, dev:5abd6be55542993062266c89, science, information technology and engineering)
(hotpotqa, dev:5ae849cc5542997ec2727798, society, geography)
(hotpotqa, dev:5a7cb993554299452d57b9c2, science, general knowledge)
(hotpotqa, dev:5abfaa445542990832d3a18c, science, general knowledge)
(hotpotqa, dev:5a7f251155429934daa2fcf2, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ae13e205542997b2ef7d157, science, general knowledge)
(hotpotqa, dev:5ae08dad55429945ae9593b9, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a86eee85542994775f60787, economics, business and finance)
(hotpotqa, dev:5adc51375542996e68525300, science, general knowledge)
(hotpotqa, dev:5ac5461d5542993e66e82296, science, information technology and engineering)
(hotpotqa, dev:5a735c3a55429901807daff7, science, general knowledge)
(hotpotqa, dev:5a778e8755429949eeb29ef4, science, general knowledge)
(hotpotqa, dev:5ae3f33e5542991a06ce9a3d, science, general knowledge)
(hotpotqa, dev:5ab41f6b5542991751b4d671, arts and entertainment, film, music and literature)
(hotpotqa, dev:5ac38d1f55429939154137c3, arts and entertainment, sports)
(hotpotqa, dev:5ab9530a55429970cfb8ea62, science, general knowledge)
(hotpotqa, dev:5ab8680755429934fafe6da8, science, general knowledge)
(hotpotqa, dev:5a74e8a25542996c70cfae37, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a87bd4e5542994846c1cde0, society, geography)
(hotpotqa, dev:5ab4c8735542996a3a969fcb, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a89bcc85542992e4fca83a7, science, general knowledge)
(hotpotqa, dev:5a8f9cdb554299458435d69c, science, general knowledge)
(hotpotqa, dev:5ae45adc55429970de88d93f, science, general knowledge)
(hotpotqa, dev:5a8ec02e5542995a26add501, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a8e0c595542995085b373b0, society, geography)
(hotpotqa, dev:5abec90a5542994516f45438, economics, business and finance)
(hotpotqa, dev:5a7b68a75542997c3ec97153, society, geography)
(hotpotqa, dev:5a7360235542991f29ee2dc7, science, general knowledge)
(hotpotqa, dev:5a775e095542994aec3b72b4, arts and entertainment, film, music and literature)
(hotpotqa, dev:5a90206155429933b8a20481, science, general knowledge)
(hotpotqa, dev:5ae5d19155429929b08079bc, arts and entertainment, film, music and literature)
